,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532208,-1.6257996059973774,1.0481524637879827,0.9356890228558169,-0.9173971911208713,1.0277828016346515,-0.8315387568467792,-1.4712378392212848,0.5151837567101398,0.44949780610585505,-1.2428653296897791,-0.169771541738972,-0.8593278959332669,-0.2631050601728654,1.3611262092671075,-0.6554178052059583,0.8885248839463733,0.09972378231787492,-0.47060706164598726,0.012551823372852024,0.1923657583451306,0.19905456065959085,-0.5028907362905413,0.22833715281573902,-0.3527442885183307,3
1,-4.3560738006722834,-0.06828908459610535,2.0161738789592554,1.5167825598014202,0.4188641500881845,-0.5825346369819755,-1.7148938853698998,0.02668083707522782,0.9852777261265938,0.8307246040106057,-1.7235565666115085,1.1714812044903165,0.2655749883632776,0.276425331248099,0.13361474257890585,-0.15766363626193372,0.5058845381894668,-0.35913419592114143,0.42080304643848393,-0.9290580163248233,-0.4950405840809821,0.30601854863835215,-0.8883671294954414,-0.23723598586240852,-0.710042470848083,3
2,-4.243180593897769,2.5609616211014394,4.363071909949573,-0.18253227544734527,-1.773879994132353,-0.36287313879929495,-0.431527567941293,1.3080317997112345,0.449780896447685,1.9575299671388287,0.18935495979824787,2.290069103793312,-1.197807588810429,0.13115984063521938,0.7868889415959647,-1.2679364705251348,-0.624627608492734,0.504682745375402,0.559194937947986,0.08161800299328634,-0.25609151794783547,-0.24287228736992422,-0.4347244400532316,-0.356723825073296,0.646996038319555,4
3,3.01374848244046,0.725983116981118,2.326672073071531,3.2881827864453625,2.309573602566934,1.909985167196346,1.0831191552110664,-0.22678647572418986,-0.11298768769645899,-0.19113155606158463,-0.13919677632128177,-1.4086158340271453,-0.38401990096413835,1.151002616643448,0.5049615044176797,1.558103681589935,-0.27350099218644836,0.8912814596989439,-1.5335828820389472,0.7000661880153797,0.11340176353335005,-0.18643848269770608,-0.5660170999849266,-0.06606873024937514,-0.5000483553247232,3
4,-4.246564872071689,5.9666004497147656,-0.24630205734891475,0.7899785226475708,2.0967612555031945,-1.7123393665878575,0.7690247723746626,-0.516949716080112,0.7885774242556574,1.1256382610100444,-1.6424601310549767,0.14282769628743988,-0.7278650435412205,-0.05162604892071068,-1.5095159285817212,0.6522736700912953,0.6141788039500304,-0.2957928475396064,0.9704685562329747,-1.1799837743718697,0.7938592310678643,-0.1070460674013459,-0.218167373772861,0.4569728980536888,-0.14789420816694643,3
5,-3.337251008789024,-1.7363754334268018,1.0909281202988177,-0.3737895039303155,-1.4838690322599812,-0.5640975174225641,-1.71183223306692,1.1776294475661446,0.2760563117432801,1.3307524663797532,2.0130721316484346,1.679298416089837,1.5431334228601228,0.10692917646754942,1.1925520596630026,0.6094781185388365,0.3229102723097024,-0.0602448510849441,-0.6781069783718696,1.1507121027331018,0.3256114683341414,-0.2504169129548615,-0.30822053143154166,0.41104549075060065,-0.09073593361741379,4
6,-0.3428011104722023,4.416655794839531,-1.3269348641361773,1.2799355562059844,-0.5828017018310364,-0.08167674561633485,-0.8570998142443046,-0.5981980664046957,0.9379436495837422,0.3112662984278965,-1.1253899957987346,1.3321507355826256,-0.4790621084846092,-0.38933777175660045,-1.787372692270984,-0.5291513320179493,0.4890406199325469,-0.25843172245375867,0.8835046382509093,-0.7605468075424906,0.6604433014666227,0.09113044461021863,-0.35461009598464793,0.43125950605954155,-0.21099707709516838,3
7,-3.284098380596806,3.9887517004497712,0.05900996699948565,-0.7409361204629031,-1.7106819493696357,-2.741404144933327,0.5668557439104759,-1.4675847954852672,-0.9256534439597701,-1.0324167444944992,1.5705815935034113,0.6504429673448421,0.8048971414544989,-0.19115177459431928,0.4911385663485911,-0.10986645700827585,-0.9949815396623497,1.642109801583269,-0.24795161171661825,-0.6344971087062836,0.13821034493205756,0.2604225946246072,0.23486080363245002,-1.108788699164521,0.36236775703526564,3
8,-3.1340831093564856,6.285827528876227,0.41512011689116507,-0.8524232283818363,-0.2054384260834002,-1.3144941459084627,1.831953859109294,1.5641070963638048,-1.6649931352491778,0.5661516853549814,-0.6283400417718763,0.499617024213613,-0.0645296888622911,0.4353703498682635,1.1202511536948379,-0.8775412595263276,-0.21157466017579646,-1.4588475048671825,0.807365478143884,1.473104164208512,0.658207633193117,-0.7957829621579554,0.7759621129459312,-0.15199651985023782,-0.24284074179315168,3
9,-3.2975459958203355,1.7473883679807518,-1.438345989376684,-1.1794552286466553,1.1492139808723068,0.04445594166943448,-2.119581806893642,-0.5466358888723954,0.21021791947604535,-1.3555310609990536,1.2763376127971346,-0.03687842688217918,-0.00289806022530847,-0.008954432479210067,0.46623784663762624,-0.11151834126569521,-1.0419659987513046,-0.6721838274577079,-0.7561794862356616,-0.1894296357297977,0.2659401120608331,0.07939552040479755,0.66983690651175,-0.4287239680615419,0.42130169906599,3
